LandsatID,Hylak_id,date,Aerosol,Blue,Red,Green,Nir,Swir1,Swir2,TIR1,TIR2,sat,pCount_dswe1,pCount_dswe3,year,dWL,month,doy,period,lakeid,fui,season
1_2_LE07_024030_20000307,111106,2000-03-07,-99,369,301,444,174,86,44.5,2819,-99,l7,64,0,2000,521,Mar,67,"(1999,2002]",WI,7,NA
1_2_LE07_024030_20000408,111106,2000-04-08,-99,947,607,914,345,69,48,2784,-99,l7,64,0,2000,493,Apr,99,"(1999,2002]",WI,5,Spring (am)
1_2_LE07_024030_20000424,111106,2000-04-24,-99,314,278,417.5,208,86,44,2836,-99,l7,64,0,2000,538,Apr,115,"(1999,2002]",WI,8,Spring (am)
1_2_LE07_024030_20000627,111106,2000-06-27,-99,517,632,926,388,227,186,2934,-99,l7,64,0,2000,556,Jun,179,"(1999,2002]",WI,9,Summer (jja)
1_2_LE07_024030_20000713,111106,2000-07-13,-99,333,405,651,208,71,62,2955,-99,l7,64,0,2000,555,Jul,195,"(1999,2002]",WI,9,Summer (jja)
1_2_LE07_024030_20000915,111106,2000-09-15,-99,362.5,481,744,243,72,50,2902,-99,l7,64,0,2000,557,Sep,259,"(1999,2002]",WI,9,Fall (so)
1_2_LE07_024030_20001017,111106,2000-10-17,-99,461,380.5,588,215,55,29,2830,-99,l7,64,0,2000,528,Oct,291,"(1999,2002]",WI,7,Fall (so)
1_2_LE07_024030_20001102,111106,2000-11-02,-99,320,318,537,152,34,37,2847,-99,l7,64,0,2000,548,Nov,307,"(1999,2002]",WI,8,NA
1_2_LE07_024030_20010427,111106,2001-04-27,-99,360,358,585,177,88,69,2870,-99,l7,64,0,2001,548,Apr,117,"(1999,2002]",WI,8,Spring (am)
1_2_LE07_024030_20010513,111106,2001-05-13,-99,501,504,817,356,139,85,2886,-99,l7,64,0,2001,549,May,133,"(1999,2002]",WI,8,Spring (am)
1_2_LE07_024030_20010630,111106,2001-06-30,-99,657,725,984,743,304,199,2934,-99,l7,64,0,2001,555,Jun,181,"(1999,2002]",WI,9,Summer (jja)
1_2_LE07_024030_20010716,111106,2001-07-16,-99,650,683,945,467,119,78,2945,-99,l7,64,0,2001,553,Jul,197,"(1999,2002]",WI,9,Summer (jja)
1_2_LE07_024030_20010817,111106,2001-08-17,-99,257,326,519,187,54,41,2929,-99,l7,64,0,2001,556,Aug,229,"(1999,2002]",WI,9,Summer (jja)
1_2_LE07_024030_20010902,111106,2001-09-02,-99,315,390,626,172,36,19,2934,-99,l7,64,0,2001,555,Sep,245,"(1999,2002]",WI,9,Fall (so)
1_2_LE07_024030_20011105,111106,2001-11-05,-99,335,421,493,156,35,38,2807,-99,l7,64,0,2001,563,Nov,309,"(1999,2002]",WI,10,NA
1_2_LE07_024030_20011121,111106,2001-11-21,-99,361,509,620,185,40,-1,2796,-99,l7,64,0,2001,563,Nov,325,"(1999,2002]",WI,10,NA
1_2_LE07_024030_20011207,111106,2001-12-07,-99,409,383,590,153,45,25,2772,-99,l7,64,0,2001,544,Dec,341,"(1999,2002]",WI,8,NA
1_2_LE07_024030_20020703,111106,2002-07-03,-99,437,551,705,426,181,133,2955,-99,l7,64,0,2002,560,Jul,184,"(1999,2002]",WI,10,Summer (jja)
1_2_LE07_024030_20020719,111106,2002-07-19,-99,1308,1057,1380,1190,330,166,2939,-99,l7,64,0,2002,504,Jul,200,"(1999,2002]",WI,6,Summer (jja)
1_2_LE07_024030_20020905,111106,2002-09-05,-99,205,268,471,144,15,21,2950,-99,l7,64,0,2002,555,Sep,248,"(1999,2002]",WI,9,Fall (so)
1_2_LE07_024030_20020921,111106,2002-09-21,-99,241,298,460,155,43,36.5,2908,-99,l7,64,0,2002,556,Sep,264,"(1999,2002]",WI,9,Fall (so)
1_2_LE07_024030_20021007,111106,2002-10-07,-99,279,314,505,137,22,27,2847,-99,l7,64,0,2002,553,Oct,280,"(1999,2002]",WI,9,Fall (so)
1_2_LE07_024030_20021226,111106,2002-12-26,-99,462,376,514,216,47,53,2676,-99,l7,64,0,2002,511,Dec,360,"(1999,2002]",WI,7,NA
1_2_LE07_024030_20030111,111106,2003-01-11,-99,762,683,792.5,468,95,102,2628,-99,l7,64,0,2003,514,Jan,11,"(2002,2005]",WI,7,NA
1_2_LE07_024030_20030401,111106,2003-04-01,-99,446,382,524,270,205,133,2801,-99,l7,64,0,2003,525,Apr,91,"(2002,2005]",WI,7,Spring (am)
1_2_LE07_024030_20030503,111106,2003-05-03,-99,398,407,601,255,99,63,2853,-99,l7,64,0,2003,550,May,123,"(2002,2005]",WI,9,Spring (am)
1_2_LE07_024030_20030807,111106,2003-08-07,-99,384.5,414,659,263,60,33,2918,-99,l7,64,0,2003,552,Aug,219,"(2002,2005]",WI,9,Summer (jja)
1_2_LE07_024030_20030823,111106,2003-08-23,-99,454,442,655,444,86,59,2929,-99,l7,64,0,2003,547,Aug,235,"(2002,2005]",WI,8,Summer (jja)
1_2_LE07_024030_20030924,111106,2003-09-24,-99,322,345,520,232,65,49,2881,-99,l7,64,0,2003,552,Sep,267,"(2002,2005]",WI,9,Fall (so)
1_2_LE07_024030_20031010,111106,2003-10-10,-99,404,371,574,257,48,25,2870,-99,l7,64,0,2003,543,Oct,283,"(2002,2005]",WI,8,Fall (so)
1_2_LE07_024030_20031127,111106,2003-11-27,-99,668,468,621,311.5,160,84,2735,-99,l7,64,0,2003,490,Nov,331,"(2002,2005]",WI,5,NA
1_2_LE07_024030_20040521,111106,2004-05-21,-99,573,560,759,599,287,202,2867,-99,l7,64,0,2004,548,May,142,"(2002,2005]",WI,8,Spring (am)
1_2_LE07_024030_20040622,111106,2004-06-22,-99,378,444.5,599,320,184,152,2913,-99,l7,64,0,2004,557,Jun,174,"(2002,2005]",WI,9,Summer (jja)
1_2_LE07_024030_20040708,111106,2004-07-08,-99,401,458,606,351,183,155,2913,-99,l7,64,0,2004,557,Jul,190,"(2002,2005]",WI,9,Summer (jja)
1_2_LE07_024030_20040809,111106,2004-08-09,-99,319,395,634,228,52,42,2929,-99,l7,64,0,2004,555,Aug,222,"(2002,2005]",WI,9,Summer (jja)
1_2_LE07_024030_20040910,111106,2004-09-10,-99,345,376,603,217,62,46,2908,-99,l7,64,0,2004,552,Sep,254,"(2002,2005]",WI,9,Fall (so)
1_2_LE07_024030_20040926,111106,2004-09-26,-99,315,371,645,173,49,25,2918,-99,l7,64,0,2004,553,Sep,270,"(2002,2005]",WI,9,Fall (so)
1_2_LE07_024030_20041113,111106,2004-11-13,-99,386,329,476,121,37,41,2778,-99,l7,64,0,2004,529,Nov,318,"(2002,2005]",WI,7,NA
1_2_LE07_024030_20050524,111106,2005-05-24,-99,302,271,469,180,53,40,2892,-99,l7,64,0,2005,542,May,144,"(2002,2005]",WI,8,Spring (am)
1_2_LE07_024030_20050727,111106,2005-07-27,-99,314,361,563,255,98,87,2945,-99,l7,64,0,2005,554,Jul,208,"(2002,2005]",WI,9,Summer (jja)
1_2_LE07_024030_20050828,111106,2005-08-28,-99,277,292,577,178,39,20,2934,-99,l7,64,0,2005,549,Aug,240,"(2002,2005]",WI,8,Summer (jja)
1_2_LE07_024030_20051015,111106,2005-10-15,-99,309,343.5,564,162,60,32,2864,-99,l7,64,0,2005,552,Oct,288,"(2002,2005]",WI,9,Fall (so)
1_2_LE07_024030_20060612,111106,2006-06-12,-99,436,503,706,517,264,218,2870,-99,l7,64,0,2006,556,Jun,163,"(2005,2008]",WI,9,Summer (jja)
1_2_LE07_024030_20060815,111106,2006-08-15,-99,220,256,374,166,60,44,2950,-99,l7,64,0,2006,555,Aug,227,"(2005,2008]",WI,9,Summer (jja)
1_2_LE07_024030_20061002,111106,2006-10-02,-99,396,390,556.5,317,167,120,2870,-99,l7,64,0,2006,548,Oct,275,"(2005,2008]",WI,8,Fall (so)
1_2_LE07_024030_20061103,111106,2006-11-03,-99,317,294,424,107,71,37,2747,-99,l7,64,0,2006,543,Nov,307,"(2005,2008]",WI,8,NA
1_2_LE07_024030_20070428,111106,2007-04-28,-99,381,390,501,312,199,138,2847,-99,l7,64,0,2007,553,Apr,118,"(2005,2008]",WI,9,Spring (am)
1_2_LE07_024030_20070615,111106,2007-06-15,-99,524,441,747,442,110,50,2960,-99,l7,64,0,2007,536,Jun,166,"(2005,2008]",WI,8,Summer (jja)
1_2_LE07_024030_20070701,111106,2007-07-01,-99,358,433,650,309,113,83,2918,-99,l7,64,0,2007,556,Jul,182,"(2005,2008]",WI,9,Summer (jja)
1_2_LE07_024030_20070903,111106,2007-09-03,-99,303,299,458,236,53,42,2955,-99,l7,64,0,2007,548,Sep,246,"(2005,2008]",WI,8,Fall (so)
1_2_LE07_024030_20071005,111106,2007-10-05,-99,477,401,677,257,72,21,2902,-99,l7,64,0,2007,535,Oct,278,"(2005,2008]",WI,8,Fall (so)
1_2_LE07_024030_20071021,111106,2007-10-21,-99,370,375,571,230,98,69,2864,-99,l7,64,0,2007,550,Oct,294,"(2005,2008]",WI,9,Fall (so)
1_2_LE07_024030_20071122,111106,2007-11-22,-99,585,361,536,195,30,39,2741,-99,l7,64,0,2007,490,Nov,326,"(2005,2008]",WI,5,NA
1_2_LE07_024030_20080414,111106,2008-04-14,-99,274,233,338,146,68,47,2784,-99,l7,64,0,2008,529,Apr,105,"(2005,2008]",WI,7,Spring (am)
1_2_LE07_024030_20080601,111106,2008-06-01,-99,300,230,416,200,47,38,2913,-99,l7,64,0,2008,527,Jun,153,"(2005,2008]",WI,7,Summer (jja)
1_2_LE07_024030_20080617,111106,2008-06-17,-99,378,432,512,416,246,208.5,2913,-99,l7,64,0,2008,561,Jun,169,"(2005,2008]",WI,10,Summer (jja)
1_2_LE07_024030_20080820,111106,2008-08-20,-99,396,375,598,275,64,35,2934,-99,l7,64,0,2008,545,Aug,233,"(2005,2008]",WI,8,Summer (jja)
1_2_LE07_024030_20080921,111106,2008-09-21,-99,505,377,605,409,101,36,2902,-99,l7,64,0,2008,513,Sep,265,"(2005,2008]",WI,7,Fall (so)
1_2_LE07_024030_20090316,111106,2009-03-16,-99,871,740,919,412,108,85,2735,-99,l7,64,0,2009,508,Mar,75,"(2008,2011]",WI,6,NA
1_2_LE07_024030_20090417,111106,2009-04-17,-99,317,245,405,144,67,47,2842,-99,l7,64,0,2009,521,Apr,107,"(2008,2011]",WI,7,Spring (am)
1_2_LE07_024030_20090503,111106,2009-05-03,-99,369,312,452,229,126,88,2859,-99,l7,64,0,2009,528,May,123,"(2008,2011]",WI,7,Spring (am)
1_2_LE07_024030_20090620,111106,2009-06-20,-99,316,332,438,312,192,130,2950,-99,l7,64,0,2009,554,Jun,171,"(2008,2011]",WI,9,Summer (jja)
1_2_LE07_024030_20090706,111106,2009-07-06,-99,392,405,582,351,205,178,2924,-99,l7,64,0,2009,551,Jul,187,"(2008,2011]",WI,9,Summer (jja)
1_2_LE07_024030_20091127,111106,2009-11-27,-99,237,168,242,91,42,46,2759,-99,l7,64,0,2009,497,Nov,331,"(2008,2011]",WI,6,NA
1_2_LE07_024030_20100420,111106,2010-04-20,-99,546,588,795,532,363,258,2842,-99,l7,64,0,2010,554,Apr,110,"(2008,2011]",WI,9,Spring (am)
1_2_LE07_024030_20100607,111106,2010-06-07,-99,256,204,354,143,39,35,2913,-99,l7,64,0,2010,530,Jun,158,"(2008,2011]",WI,7,Summer (jja)
1_2_LE07_024030_20100709,111106,2010-07-09,-99,304.5,300.5,419,269,157,107,2960,-99,l7,64,0,2010,549,Jul,190,"(2008,2011]",WI,8,Summer (jja)
1_2_LE07_024030_20100826,111106,2010-08-26,-99,186,191,352,133,38,19,2939,-99,l7,64,0,2010,549,Aug,238,"(2008,2011]",WI,8,Summer (jja)
1_2_LE07_024030_20100927,111106,2010-09-27,-99,210,198,307,128,50,25,2881,-99,l7,64,0,2010,545,Sep,270,"(2008,2011]",WI,8,Fall (so)
1_2_LE07_024030_20110626,111106,2011-06-26,-99,341,302,397,385,214,177,2924,-99,l7,64,0,2011,531,Jun,177,"(2008,2011]",WI,8,Summer (jja)
1_2_LE07_024030_20110712,111106,2011-07-12,-99,217,166,296,235,66,37,2950,-99,l7,64,0,2011,526,Jul,193,"(2008,2011]",WI,7,Summer (jja)
1_2_LE07_024030_20110829,111106,2011-08-29,-99,171,142,254,187.5,34,19,2945,-99,l7,64,0,2011,536,Aug,241,"(2008,2011]",WI,8,Summer (jja)
1_2_LE07_024030_20110930,111106,2011-09-30,-99,271,209,292,229,124,109,2847,-99,l7,60,0,2011,504,Sep,273,"(2008,2011]",WI,6,Fall (so)
1_2_LE07_024030_20111101,111106,2011-11-01,-99,328,232,306,172,66,35,2801,-99,l7,64,0,2011,490,Nov,305,"(2008,2011]",WI,5,NA
1_2_LE07_024030_20111117,111106,2011-11-17,-99,313,210,274,168,38,42,2753,-99,l7,64,0,2011,486,Nov,321,"(2008,2011]",WI,4,NA
1_2_LE07_024030_20120308,111106,2012-03-08,-99,352,260,342,207,86,60,2759,-99,l7,64,0,2012,493,Mar,68,"(2011,2014]",WI,5,NA
1_2_LE07_024030_20120527,111106,2012-05-27,-99,419,395,489,486,243,175,2945,-99,l7,64,0,2012,543,May,148,"(2011,2014]",WI,8,Spring (am)
1_2_LE07_024030_20120612,111106,2012-06-12,-99,392,380,454,428,199,170,2929,-99,l7,64,0,2012,549,Jun,164,"(2011,2014]",WI,8,Summer (jja)
1_2_LE07_024030_20120730,111106,2012-07-30,-99,322,250,377.5,439,90,36,2960,-99,l7,64,0,2012,513,Jul,212,"(2011,2014]",WI,7,Summer (jja)
1_2_LE07_024030_20120815,111106,2012-08-15,-99,267,220,310,336,95,64,2929,-99,l7,58,0,2012,518,Aug,228,"(2011,2014]",WI,7,Summer (jja)
1_2_LE07_024030_20120831,111106,2012-08-31,-99,321,244,367,334,121,63,2950,-99,l7,63,0,2012,510,Aug,244,"(2011,2014]",WI,7,Summer (jja)
1_2_LE07_024030_20120916,111106,2012-09-16,-99,755,555,738,732,153,64,2902,-99,l7,64,0,2012,494,Sep,260,"(2011,2014]",WI,5,Fall (so)
1_2_LE07_024030_20121002,111106,2012-10-02,-99,387,308,388,288,113,59,2870,-99,l7,64,0,2012,497,Oct,276,"(2011,2014]",WI,6,Fall (so)
1_2_LE07_024030_20121221,111106,2012-12-21,-99,874,486,683,319,46,51,2696,-99,l7,64,0,2012,482,Dec,356,"(2011,2014]",WI,3,NA
1_2_LE07_024030_20130514,111106,2013-05-14,-99,215,197,279,130,61,43,2897,-99,l7,64,0,2013,541,May,134,"(2011,2014]",WI,8,Spring (am)
1_2_LE07_024030_20130701,111106,2013-07-01,-99,295,265,366,324,149,104,2918,-99,l7,64,0,2013,537,Jul,182,"(2011,2014]",WI,8,Summer (jja)
1_2_LE07_024030_20130903,111106,2013-09-03,-99,187,153,271,146,42,22,2939,-99,l7,64,0,2013,534,Sep,246,"(2011,2014]",WI,8,Fall (so)
1_2_LE07_024030_20140704,111106,2014-07-04,-99,178,130,252,165,49,15,2939,-99,l7,64,0,2014,525,Jul,185,"(2011,2014]",WI,7,Summer (jja)
1_2_LE07_024030_20140720,111106,2014-07-20,-99,868,767,1026,1050,240,143,2913,-99,l7,64,0,2014,532,Jul,201,"(2011,2014]",WI,8,Summer (jja)
1_2_LE07_024030_20140906,111106,2014-09-06,-99,161,148,247.5,141,41,21,2929,-99,l7,64,0,2014,544,Sep,249,"(2011,2014]",WI,8,Fall (so)
1_2_LE07_024030_20140922,111106,2014-09-22,-99,152.5,119,209,121,20,24,2881,-99,l7,64,0,2014,528,Sep,265,"(2011,2014]",WI,7,Fall (so)
1_2_LE07_024030_20141008,111106,2014-10-08,-99,213,142,259,150,56,30,2830,-99,l7,64,0,2014,509,Oct,281,"(2011,2014]",WI,6,Fall (so)
1_2_LE07_024030_20150317,111106,2015-03-17,-99,303,249,336,176,108,82,2716,-99,l7,64,0,2015,512,Mar,76,"(2014,2017]",WI,7,NA
1_2_LE07_024030_20150418,111106,2015-04-18,-99,335,307,432,216,136,94,2859,-99,l7,64,0,2015,541,Apr,108,"(2014,2017]",WI,8,Spring (am)
1_2_LE07_024030_20150621,111106,2015-06-21,-99,366,357,456,450,288,218,2918,-99,l7,64,0,2015,549,Jun,172,"(2014,2017]",WI,8,Summer (jja)
1_2_LE07_024030_20150909,111106,2015-09-09,-99,140,118,195,148,42,22,2939,-99,l7,64,0,2015,535,Sep,252,"(2014,2017]",WI,8,Fall (so)
1_2_LE07_024030_20150925,111106,2015-09-25,-99,345,320,378,461,264,166,2864,-99,l7,55,0,2015,536,Sep,268,"(2014,2017]",WI,8,Fall (so)
1_2_LE07_024030_20151011,111106,2015-10-11,-99,218,163,231,153,56,29,2875,-99,l7,64,0,2015,502,Oct,284,"(2014,2017]",WI,6,Fall (so)
1_2_LE07_024030_20151128,111106,2015-11-28,-99,285,226,255,185,87,93,2735,-99,l7,63,0,2015,482,Nov,332,"(2014,2017]",WI,3,NA
1_2_LE07_024030_20160522,111106,2016-05-22,-99,402,363,534,402,151,103,2902,-99,l7,64,0,2016,540,May,143,"(2014,2017]",WI,8,Spring (am)
1_2_LE07_024030_20160709,111106,2016-07-09,-99,180,179,289,336,58,42,2945,-99,l7,64,0,2016,548,Jul,191,"(2014,2017]",WI,8,Summer (jja)
1_2_LE07_024030_20160725,111106,2016-07-25,-99,177,152.5,253,291,74,40,2965,-99,l7,64,0,2016,538,Jul,207,"(2014,2017]",WI,8,Summer (jja)
1_2_LE07_024030_20160911,111106,2016-09-11,-99,186,201,289,452,44,23,2918,-99,l7,59,0,2016,553,Sep,255,"(2014,2017]",WI,9,Fall (so)
1_2_LE07_024030_20161114,111106,2016-11-14,-99,426,359,470,301,161,127,2796,-99,l7,64,0,2016,514,Nov,319,"(2014,2017]",WI,7,NA
1_2_LE07_024030_20170218,111106,2017-02-18,-99,938,861,981,508,101,70,2735,-99,l7,64,0,2017,524,Feb,49,"(2014,2017]",WI,7,NA
1_2_LE07_024030_20170322,111106,2017-03-22,-99,221,212,312,124,49,52,2766,-99,l7,64,0,2017,546,Mar,81,"(2014,2017]",WI,8,NA
1_2_LE07_024030_20170407,111106,2017-04-07,-99,218,202,306,110,69,48,2796,-99,l7,64,0,2017,543,Apr,97,"(2014,2017]",WI,8,Spring (am)
1_2_LE07_024030_20170423,111106,2017-04-23,-99,264,281,399,209,86,68,2870,-99,l7,64,0,2017,553,Apr,113,"(2014,2017]",WI,9,Spring (am)
1_2_LE07_024030_20170610,111106,2017-06-10,-99,569,668,874.5,491,377,297,2945,-99,l7,64,0,2017,558,Jun,161,"(2014,2017]",WI,9,Summer (jja)
1_2_LE07_024030_20170728,111106,2017-07-28,-99,215,219,321,195,58,43,2945,-99,l7,64,0,2017,550,Jul,209,"(2014,2017]",WI,9,Summer (jja)
1_2_LE07_024030_20170914,111106,2017-09-14,-99,345,360,586,293,57,43,2918,-99,l7,64,0,2017,550,Sep,257,"(2014,2017]",WI,9,Fall (so)
1_2_LE07_024030_20170930,111106,2017-09-30,-99,316,319,487,183,53,27,2902,-99,l7,64,0,2017,549,Sep,273,"(2014,2017]",WI,8,Fall (so)
1_2_LE07_024030_20171016,111106,2017-10-16,-99,222,205,287,160,29,31,2853,-99,l7,64,0,2017,542,Oct,289,"(2014,2017]",WI,8,Fall (so)
1_2_LE07_024030_20180613,111106,2018-06-13,-99,373,399,475,426,313,261,2934,-99,l7,64,0,2018,558,Jun,164,"(2017,2020]",WI,9,Summer (jja)
1_2_LE07_024030_20180629,111106,2018-06-29,-99,285,256,355,311,136,108,2960,-99,l7,64,0,2018,537,Jun,180,"(2017,2020]",WI,8,Summer (jja)
1_2_LE07_024030_20180917,111106,2018-09-17,-99,216,221,337,152,69,21,2950,-99,l7,64,0,2018,550,Sep,260,"(2017,2020]",WI,9,Fall (so)
1_2_LE07_024030_20190515,111106,2019-05-15,-99,338,286,415,252,120,85,2875,-99,l7,64,0,2019,528,May,135,"(2017,2020]",WI,7,Spring (am)
1_2_LE07_024030_20190531,111106,2019-05-31,-99,589,533,689,688,277,195,2913,-99,l7,64,0,2019,535,May,151,"(2017,2020]",WI,8,Spring (am)
1_2_LE07_024030_20190702,111106,2019-07-02,-99,328,263,403,347,157,85,2934,-99,l7,64,0,2019,521,Jul,183,"(2017,2020]",WI,7,Summer (jja)
1_2_LE07_024030_20190803,111106,2019-08-03,-99,305,290,530,246,69,38,2939,-99,l7,64,0,2019,546,Aug,215,"(2017,2020]",WI,8,Summer (jja)
1_2_LE07_024030_20190819,111106,2019-08-19,-99,193,181,294,235,55,16,2939,-99,l7,64,0,2019,545,Aug,231,"(2017,2020]",WI,8,Summer (jja)
1_2_LE07_024030_20191107,111106,2019-11-07,-99,621,400,565,276,74,38,2741,-99,l7,64,0,2019,489,Nov,311,"(2017,2020]",WI,4,NA
1_2_LE07_024030_20191225,111106,2019-12-25,-99,397,295,463,230,50,56,2728,-99,l7,63,0,2019,510,Dec,359,"(2017,2020]",WI,7,NA
1_1_LT05_024030_20000228,111106,2000-02-28,-99,622.9927033215772,530.6490216060273,649.0792656373483,392.2301109411152,188.91899393065094,179.86649647502136,3809.347451078679,-99,l5,64,0,2000,506,Feb,59,"(1999,2002]",WI,6,NA
1_1_LT05_024030_20000502,111106,2000-05-02,-99,409.42919078232563,362.557420662705,568.7121326137377,325.4699787750005,188.91899393065094,117.10573806724862,4101.639528630591,-99,l5,64,0,2000,539,May,123,"(1999,2002]",WI,8,Spring (am)
1_1_LT05_024030_20000603,111106,2000-06-03,-99,492.02136806710695,597.0144927445039,722.6676875486362,466.12991775065933,242.97973020320134,209.9494572716295,4178.090499686262,-99,l5,64,0,2000,561,Jun,155,"(1999,2002]",WI,10,Summer (jja)
1_1_LT05_024030_20000619,111106,2000-06-19,-99,373.9679062960195,458.34414089818637,745.9031779837668,241.74603564752817,48.458517958677184,46.9426147936356,4232.759295776192,-99,l5,64,0,2000,555,Jun,171,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20000721,111106,2000-07-21,-99,450.1238804559343,589.6241488164425,834.0110795269137,331.2626222617901,98.22402935770637,82.65028630495902,4232.759295776192,-99,l5,64,0,2000,558,Jul,203,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20000806,111106,2000-08-06,-99,526.9080073791409,545.3681993729515,810.6847878620375,375.7525299201696,56.519785856918496,43.22346135524962,4261.220018518471,-99,l5,64,0,2000,551,Aug,219,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20000907,111106,2000-09-07,-99,609.5034400318789,647.801603921609,961.2041496072114,485.6411611592691,96.39333328979583,48.80501642896887,4224.641952780292,-99,l5,64,0,2000,552,Sep,251,"(1999,2002]",WI,9,Fall (so)
1_1_LT05_024030_20001009,111106,2000-10-09,-99,354.7747822497513,376.0495273207367,612.8781164594029,210.12052492801996,79.0809225509701,28.422178698779685,4005.8892931851005,-99,l5,64,0,2000,551,Oct,283,"(1999,2002]",WI,9,Fall (so)
1_1_LT05_024030_20010708,111106,2001-07-08,-99,413.49061939431635,546.4201968674176,781.307591588547,313.8918834569756,67.31816531119956,47.873580201623874,4287.717506350887,-99,l5,64,0,2001,558,Jul,189,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20010724,111106,2001-07-24,-99,300.44600810966756,342.8636287624539,656.1252073553537,215.86522404444648,48.458517958677184,48.80501642896887,4340.913762048333,-99,l5,64,0,2001,551,Jul,205,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20010809,111106,2001-08-09,-99,514.5803352057347,482.4014972740162,735.7978412728737,506.1566334764223,134.24000581031504,80.75398567594246,4340.913762048333,-99,l5,64,0,2001,545,Aug,221,"(1999,2002]",WI,8,Summer (jja)
1_1_LT05_024030_20010910,111106,2001-09-10,-99,329.58209104385594,424.94668110793873,624.9386317640538,284.9885964859812,66.4161168454742,60.01897506693231,4232.759295776192,-99,l5,64,0,2001,557,Sep,253,"(1999,2002]",WI,9,Fall (so)
1_1_LT05_024030_20011028,111106,2001-10-28,-99,391.1748730056352,472.9824768335925,575.7326626932337,272.48245053676766,97.30848282273276,87.39927721624292,3954.4064982781115,-99,l5,64,0,2001,561,Oct,301,"(1999,2002]",WI,10,Fall (so)
1_1_LT05_024030_20020609,111106,2002-06-09,-99,578.44639908533,559.0506944023124,767.1391555915261,629.8661518431371,310.29867054951364,245.58180188593283,4224.641952780292,-99,l5,64,0,2002,547,Jun,160,"(1999,2002]",WI,8,Summer (jja)
1_1_LT05_024030_20020625,111106,2002-06-25,-99,620.9162036586131,641.442670437751,919.4066818324571,708.9605744733022,135.17143242675724,70.35799580035628,4340.913762048333,-99,l5,64,0,2002,551,Jun,176,"(1999,2002]",WI,9,Summer (jja)
1_1_LT05_024030_20020929,111106,2002-09-29,-99,713.7527752690685,637.2050551924361,881.752496138913,471.9804940183044,113.84906176387537,57.209129346125835,4159.931881986233,-99,l5,64,0,2002,536,Sep,272,"(1999,2002]",WI,8,Fall (so)
1_1_LT05_024030_20021015,111106,2002-10-15,-99,349.73066042845403,375.0111708392494,570.7177714611071,237.90877822340948,55.62250141563372,31.188238219411904,4063.629019705636,-99,l5,64,0,2002,552,Oct,288,"(1999,2002]",WI,9,Fall (so)
1_1_LT05_024030_20021116,111106,2002-11-16,-99,401.31169379525755,358.4088485941349,544.65862435819,134.70556048325673,71.83436267037703,41.366709552196895,3924.8269639580617,-99,l5,64,0,2002,540,Nov,320,"(1999,2002]",WI,8,NA
1_1_LT05_024030_20030409,111106,2003-04-09,-99,607.4298438305761,453.12013892021747,701.4736391444176,230.2374596665298,41.319942632070365,22.902771780146495,3903.1920767479423,-99,l5,64,0,2003,510,Apr,99,"(2002,2005]",WI,7,Spring (am)
1_1_LT05_024030_20030425,111106,2003-04-25,-99,618.8401506820583,672.2054252896596,915.3329641116666,436.91299469020623,290.3084212347402,226.16696455309074,4015.820598325059,-99,l5,64,0,2003,555,Apr,115,"(2002,2005]",WI,9,Spring (am)
1_1_LT05_024030_20030527,111106,2003-05-27,-99,402.3259900680328,379.1650988883756,588.7766891140946,365.10082049825144,85.44250505341654,46.01212020500404,4242.914907066894,-99,l5,64,0,2003,545,May,147,"(2002,2005]",WI,8,Spring (am)
1_1_LT05_024030_20030714,111106,2003-07-14,-99,366.8920651243057,476.12139712896806,742.8711005022768,334.1598429621293,85.44250505341654,78.85956832435274,4279.557287135021,-99,l5,64,0,2003,556,Jul,195,"(2002,2005]",WI,9,Summer (jja)
1_1_LT05_024030_20030815,111106,2003-08-15,-99,772.6201845610163,724.8768592292126,994.9014203612568,942.7581221643128,162.3555001895516,69.41573072780689,4269.365945661015,-99,l5,64,0,2003,544,Aug,227,"(2002,2005]",WI,8,Summer (jja)
1_1_LT05_024030_20030916,111106,2003-09-16,-99,232.4952100361639,247.93152217445092,421.7946336876957,169.02033319665406,39.5392688207858,22.902771780146495,4224.641952780292,-99,l5,64,0,2003,551,Sep,259,"(2002,2005]",WI,9,Fall (so)
